Author;IdInDiva;Type;Year;LevelND
Hilmersson, Mikael;804951;Artikel i tidskrift;2015;1
Hiltunen, Linda;763249;Kapitel i bok, del av antologi;2012;1
Hjelm, Katarina;466976;Artikel i tidskrift;2011;1
Hjelm, Katarina;466988;Artikel i tidskrift;2012;2
Hjelm, Katarina;467002;Artikel i tidskrift;2011;1
Hjelm, Katarina;467006;Artikel i tidskrift;2011;1
Hjelm, Katarina;467010;Artikel i tidskrift;2014;1
Hjelm, Katarina;467504;Kapitel i bok, del av antologi;2011;0
Hjelm, Katarina;467850;Konferensbidrag;2011;0
Hjelm, Katarina;467861;Konferensbidrag;2011;0
Hjelm, Katarina;536648;Artikel i tidskrift;2012;1
Hjelm, Katarina;536649;Artikel i tidskrift;2012;1
Hjelm, Katarina;544119;Artikel i tidskrift;2012;1
Hjelm, Katarina;544700;Artikel i tidskrift;2012;1
Hjelm, Katarina;565601;Artikel i tidskrift;2012;2
Hjelm, Katarina;579063;Artikel i tidskrift;2012;0
Hjelm, Katarina;579087;Artikel i tidskrift;2013;1
Hjelm, Katarina;579106;Artikel i tidskrift;2012;1
Hjelm, Katarina;580039;Artikel i tidskrift;2013;1
Hjelm, Katarina;580086;Artikel i tidskrift;2013;1
Hjelm, Katarina;584807;Artikel i tidskrift;2014;1
Hjelm, Katarina;694772;Artikel i tidskrift;2014;1
Hjelm, Katarina;731158;Artikel i tidskrift;2014;1
Hjelm, Katarina;972611;Artikel i tidskrift;2013;1
Hjorth, Fredrik;630557;Kapitel i bok, del av antologi;2013;1
Hjorth, Fredrik;746679;Kapitel i bok, del av antologi;2014;0
Hjorth, Fredrik;746680;Kapitel i bok, del av antologi;2014;0
Hogland, Marika;857435;Artikel i tidskrift;2015;1
Hogland, William;343165;Artikel i tidskrift;2011;2
Hogland, William;343839;Artikel i tidskrift;2011;0
Hogland, William;426488;Artikel i tidskrift;2011;1
Hogland, William;426911;Konferensbidrag;2011;0
Hogland, William;485808;Konferensbidrag;2011;0
Hogland, William;490192;Artikel i tidskrift;2011;0
Hogland, William;555574;Konferensbidrag;2011;0
Hogland, William;573905;Konferensbidrag;2012;0
Hogland, William;574403;Artikel i tidskrift;2012;1
Hogland, William;576288;Artikel i tidskrift;2012;1
Hogland, William;579823;Artikel i tidskrift;2012;1
Hogland, William;607385;Artikel, forskningsöversikt;2013;1
Hogland, William;615582;Artikel i tidskrift;2013;1
Hogland, William;621069;Artikel, forskningsöversikt;2013;1
Hogland, William;633341;Artikel i tidskrift;2014;1
Hogland, William;645479;Artikel i tidskrift;2013;1
Hogland, William;645484;Artikel i tidskrift;2014;1
Hogland, William;645495;Artikel i tidskrift;2013;1
Hogland, William;645516;Konferensbidrag;2013;0
Hogland, William;645531;Konferensbidrag;2012;0
Hogland, William;665574;Artikel, forskningsöversikt;2012;1
Hogland, William;665578;Artikel, forskningsöversikt;2014;1
Hogland, William;667482;Artikel i tidskrift;2014;1
Hogland, William;671600;Artikel i tidskrift;2015;1
Hogland, William;672136;Artikel i tidskrift;2014;1
Hogland, William;676843;Artikel i tidskrift;2015;1
Hogland, William;677059;Konferensbidrag;2012;0
Hogland, William;677616;Artikel i tidskrift;2014;1
Hogland, William;694713;Artikel, forskningsöversikt;2014;1
Hogland, William;698559;Artikel, forskningsöversikt;2014;1
Hogland, William;708245;Artikel i tidskrift;2014;1
Hogland, William;712496;Artikel i tidskrift;2014;1
Hogland, William;749950;Konferensbidrag;2014;0
Hogland, William;758057;Artikel i tidskrift;2014;0
Hogland, William;759700;Artikel i tidskrift;2014;1
Hogland, William;777830;Artikel i tidskrift;2015;1
Hogland, William;795857;Artikel i tidskrift;2015;1
Hogland, William;795886;Artikel i tidskrift;2015;1
Hogland, William;847405;Artikel i tidskrift;2015;1
Hogland, William;850364;Artikel i tidskrift;2015;1
Hogland, William;853616;Artikel i tidskrift;2015;1
Hogland, William;857435;Artikel i tidskrift;2015;1
Hogland, William;865039;Artikel i tidskrift;2015;2
Hogland, William;916995;Konferensbidrag;2015;0
Hogland, William;952554;Artikel i tidskrift;2015;0
Holgersson, Thomas;574412;Artikel i tidskrift;2012;1
Holgersson, Thomas;643512;Artikel i tidskrift;2014;1
Holgersson, Thomas;643744;Artikel i tidskrift;2015;1
Holgersson, Thomas;713730;Artikel i tidskrift;2014;1
Holmberg, Karin;718060;Artikel i tidskrift;2014;1
Holmfeldt, Karin;574478;Artikel i tidskrift;2012;1
Holmfeldt, Karin;576343;Artikel i tidskrift;2012;2
Holmfeldt, Karin;778060;Artikel i tidskrift;2014;2
Holmfeldt, Karin;898779;Artikel i tidskrift;2015;1
Holmgren, Magnus;719877;Konferensbidrag;2014;0
Holst, Hanna;532329;Artikel i tidskrift;2012;1
Holst, Hanna;602939;Artikel i tidskrift;2013;0
Holst, Hanna;728418;Artikel i tidskrift;2014;1
Holt, Hanne Marit;648587;Artikel i tidskrift;2013;0
Holt, Kristoffer;640605;Konferensbidrag;2013;0
Holt, Kristoffer;699355;Kapitel i bok, del av antologi;2014;0
Holt, Kristoffer;699359;Konferensbidrag;2013;0
Holt, Kristoffer;710467;Artikel i tidskrift;2014;2
Holt, Kristoffer;788355;Artikel i tidskrift;2015;2
Holt, Kristoffer;788363;Konferensbidrag;2014;0
Holt, Kristoffer;788367;Kapitel i bok, del av antologi;2015;1
Holt, Kristoffer;790977;Kapitel i bok, del av antologi;2015;2
Holt, Kristoffer;858326;Kapitel i bok, del av antologi;2015;1
Holtorf, Cornelius;392074;Kapitel i bok, del av antologi;2011;1
Holtorf, Cornelius;392077;Kapitel i bok, del av antologi;2011;1
Holtorf, Cornelius;409918;Artikel i tidskrift;2011;1
Holtorf, Cornelius;449013;Artikel i tidskrift;2011;1
Holtorf, Cornelius;524935;Artikel i tidskrift;2011;2
Holtorf, Cornelius;524938;Artikel i tidskrift;2011;2
Holtorf, Cornelius;528010;Bok;2012;1
Holtorf, Cornelius;528890;Artikel i tidskrift;2012;1
Holtorf, Cornelius;558037;Kapitel i bok, del av antologi;2012;1
Holtorf, Cornelius;558874;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;558875;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;558877;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;558879;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;558881;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;558886;Kapitel i bok, del av antologi;2012;2
Holtorf, Cornelius;570128;Kapitel i bok, del av antologi;2013;2
Holtorf, Cornelius;580912;Artikel i tidskrift;2012;1
Holtorf, Cornelius;605209;Artikel i tidskrift;2011;2
Holtorf, Cornelius;605229;Artikel i tidskrift;2012;0
Holtorf, Cornelius;607773;Artikel i tidskrift;2012;1
Holtorf, Cornelius;609014;Artikel i tidskrift;2011;0
Holtorf, Cornelius;619760;Artikel i tidskrift;2013;1
Holtorf, Cornelius;623374;Kapitel i bok, del av antologi;2013;2
Holtorf, Cornelius;628837;Artikel i tidskrift;2013;2
Holtorf, Cornelius;637917;Artikel i tidskrift;2014;1
Holtorf, Cornelius;637919;Artikel i tidskrift;2013;1
Holtorf, Cornelius;641452;Kapitel i bok, del av antologi;2013;1
Holtorf, Cornelius;664959;Kapitel i bok, del av antologi;2013;2
Holtorf, Cornelius;711499;Artikel i tidskrift;2014;1
Holtorf, Cornelius;718845;Konferensbidrag;2014;0
Holtorf, Cornelius;734610;Artikel i tidskrift;2013;1
Holtorf, Cornelius;738585;Artikel i tidskrift;2015;1
Holtorf, Cornelius;748699;Kapitel i bok, del av antologi;2014;1
Holtorf, Cornelius;748700;Kapitel i bok, del av antologi;2014;1
Holtorf, Cornelius;748701;Kapitel i bok, del av antologi;2014;1
Holtorf, Cornelius;761546;Kapitel i bok, del av antologi;2014;2
Holtorf, Cornelius;769204;Kapitel i bok, del av antologi;2014;0
Holtorf, Cornelius;773837;Kapitel i bok, del av antologi;2014;2
Holtorf, Cornelius;793774;Kapitel i bok, del av antologi;2015;2
Holtorf, Cornelius;803104;Kapitel i bok, del av antologi;2015;1
Holtorf, Cornelius;804709;Artikel i tidskrift;2014;0
Holtorf, Cornelius;814406;Kapitel i bok, del av antologi;2015;1
Holtorf, Cornelius;844786;Artikel i tidskrift;2015;1
Holtorf, Cornelius;873030;Konferensbidrag;2015;1
Holtorf, Cornelius;885747;Artikel i tidskrift;2015;1
Holtorf, Cornelius;893902;Artikel i tidskrift;2015;1
Holtorf, Cornelius;893908;Artikel i tidskrift;2015;1
Hommerberg, Charlotte;706297;Kapitel i bok, del av antologi;2014;0
Hommerberg, Charlotte;714315;Artikel i tidskrift;2015;1
Hommerberg, Charlotte;769581;Artikel i tidskrift;2015;2
Hommerberg, Charlotte;780107;Artikel i tidskrift;2015;1
Hornemann Möller, Iver;418329;Kapitel i bok, del av antologi;2011;1
Hornemann Möller, Iver;418330;Kapitel i bok, del av antologi;2011;1
Hornemann Möller, Iver;418331;Kapitel i bok, del av antologi;2011;1
Hornemann Möller, Iver;526710;Kapitel i bok, del av antologi;2011;1
Hornemann Möller, Iver;664450;Kapitel i bok, del av antologi;2013;2
Hornemann Möller, Iver;860653;Artikel i tidskrift;2015;1
Hornemann Möller, Iver;897157;Artikel i tidskrift;2015;1
Hovstadius, Bo;309339;Artikel i tidskrift;2011;1
Hovstadius, Bo;445568;Artikel i tidskrift;2011;1
Hovstadius, Bo;472446;Artikel i tidskrift;2011;2
Hovstadius, Bo;574815;Artikel i tidskrift;2013;1
Hovstadius, Bo;574823;Artikel i tidskrift;2012;1
Hovstadius, Bo;720310;Artikel i tidskrift;2014;1
Hovstadius, Bo;748888;Artikel i tidskrift;2014;1
Hu, Min;455252;Konferensbidrag;2011;0
Hu, Min;664872;Konferensbidrag;2013;0
Hu, Min;761725;Artikel i tidskrift;2015;1
Hu, Min;911505;Konferensbidrag;2015;0
Huang, Shan;781034;Artikel i tidskrift;2015;2
Huang, Shan;790705;Artikel i tidskrift;2015;1
Huck, Andreas;530192;Kapitel i bok, del av antologi;2012;1
Hult, Carl;527240;Kapitel i bok, del av antologi;2012;0
Hult, Carl;527241;Kapitel i bok, del av antologi;2012;0
Hult, Carl;527243;Kapitel i bok, del av antologi;2012;0
Hult, Carl;527246;Kapitel i bok, del av antologi;2012;0
Hult, Carl;527248;Kapitel i bok, del av antologi;2012;0
Hult, Carl;531200;Kapitel i bok, del av antologi;2012;0
Hult, Carl;531201;Kapitel i bok, del av antologi;2012;0
Hult, Carl;531205;Kapitel i bok, del av antologi;2012;0
Hult, Carl;531206;Kapitel i bok, del av antologi;2012;0
Hult, Carl;639126;Konferensbidrag;2013;1
Hult, Carl;709739;Artikel i tidskrift;2014;1
Hult, Carl;849852;Konferensbidrag;2015;0
Hult, Carl;910660;Artikel i tidskrift;2015;1
Hultén, Bertil;309181;Artikel i tidskrift;2011;1
Hultén, Bertil;394832;Artikel i tidskrift;2013;0
Hultén, Bertil;660405;Artikel i tidskrift;2012;1
Hultén, Bertil;660407;Artikel i tidskrift;2013;0
Hultén, Bertil;660412;Konferensbidrag;2013;0
Hultén, Bertil;660416;Konferensbidrag;2012;0
Hultén, Bertil;660418;Artikel i tidskrift;2011;0
Hultén, Bertil;765313;Artikel i tidskrift;2015;1
Hultén, Bertil;765314;Kapitel i bok, del av antologi;2014;0
Hultén, Bertil;765316;Bok;2014;0
Hultén, Bertil;765319;Bok;2014;0
Hultén, Bertil;867207;Bok;2015;2
Hultén, Bertil;867209;Bok;2011;1
Hultsjö, Sally;466976;Artikel i tidskrift;2011;1
Hultsjö, Sally;536648;Artikel i tidskrift;2012;1
Hultsjö, Sally;536649;Artikel i tidskrift;2012;1
Hultsjö, Sally;951719;Artikel i tidskrift;2015;1
Hultsjö, Sally;972612;Artikel i tidskrift;2013;1
Hussain, Shakir;580497;Artikel i tidskrift;2013;0
Husung, Kirsten;415514;Kapitel i bok, del av antologi;2011;0
Husung, Kirsten;745095;Bok;2014;1
Husung, Kirsten;945594;Artikel i tidskrift;2014;0
Hwang, Vidar;915349;Artikel i tidskrift;2015;1
Hylander, Samuel;650951;Artikel i tidskrift;2013;1
Hylander, Samuel;729556;Artikel i tidskrift;2014;2
Hylander, Samuel;846703;Artikel i tidskrift;2015;1
Hylander, Samuel;846706;Artikel i tidskrift;2015;2
Hylander, Samuel;846708;Artikel i tidskrift;2015;1
Hylander, Samuel;857307;Artikel i tidskrift;2015;2
Hyltén-Cavallius, Sara;707581;Konferensbidrag;2013;0
Hyltén-Cavallius, Sara;849320;Kapitel i bok, del av antologi;2015;0
Hyltén-Cavallius, Sara;849327;Kapitel i bok, del av antologi;2015;0
Hyltén-Cavallius, Sara;906552;Konferensbidrag;2015;0
Hytter, Anders;452531;Konferensbidrag;2011;0
Hytter, Anders;576828;Artikel i tidskrift;2012;1
Hytter, Anders;753374;Artikel i tidskrift;2014;2
Håkanson, Lena;677233;Kapitel i bok, del av antologi;2013;0
Håkansson, Jan;556471;Bok;2012;1
Håkansson, Jan;802114;Artikel i tidskrift;2015;2
Håkansson, Jan;802126;Bok;2013;0
Håkansson, Jan;912286;Artikel i tidskrift;2015;1
Håkansson, Krister;695460;Artikel, forskningsöversikt;2013;0
Håkansson, Krister;695471;Artikel, forskningsöversikt;2013;0
Hållén, Nicklas;602078;Artikel i tidskrift;2012;0
Hållén, Nicklas;679656;Artikel i tidskrift;2012;1
Hållén, Nicklas;764897;Artikel i tidskrift;2014;1
Hållén, Nicklas;764899;Artikel i tidskrift;2014;1
Hållén, Nicklas;854367;Artikel i tidskrift;2015;1
Hållén, Nicklas;859761;Kapitel i bok, del av antologi;2015;2
Hållén, Nicklas;859765;Kapitel i bok, del av antologi;2015;2
Hållén, Nicklas;957020;Kapitel i bok, del av antologi;2015;2
Hägerdal, Hans;451956;Kapitel i bok, del av antologi;2011;0
Hägerdal, Hans;451965;Kapitel i bok, del av antologi;2011;0
Hägerdal, Hans;452385;Konferensbidrag;2011;0
Hägerdal, Hans;452386;Konferensbidrag;2011;0
Hägerdal, Hans;452441;Konferensbidrag;2011;0
Hägerdal, Hans;472337;Artikel i tidskrift;2011;0
Hägerdal, Hans;505432;Bok;2012;1
Hägerdal, Hans;576370;Artikel i tidskrift;2012;1
Hägerdal, Hans;642500;Artikel i tidskrift;2013;1
Hägerdal, Hans;652680;Artikel i tidskrift;2013;1
Hägerdal, Hans;652687;Artikel i tidskrift;2013;1
Hägerdal, Hans;652694;Artikel i tidskrift;2013;0
Hägerdal, Hans;704582;Artikel i tidskrift;2012;0
Hägerdal, Hans;705937;Kapitel i bok, del av antologi;2014;0
Hägerdal, Hans;772208;Artikel i tidskrift;2014;1
Hägerdal, Hans;865727;Kapitel i bok, del av antologi;2015;1
Hägerdal, Hans;867598;Artikel, forskningsöversikt;2015;0
Hägerdal, Hans;869036;Artikel i tidskrift;2015;1
Högberg, Anders;524555;Artikel i tidskrift;2011;2
Högberg, Anders;528999;Artikel i tidskrift;2012;1
Högberg, Anders;529000;Artikel i tidskrift;2012;2
Högberg, Anders;586749;Artikel i tidskrift;2012;1
Högberg, Anders;607511;Artikel i tidskrift;2013;1
Högberg, Anders;610591;Artikel i tidskrift;2012;1
Högberg, Anders;641452;Kapitel i bok, del av antologi;2013;1
Högberg, Anders;641555;Artikel i tidskrift;2013;1
Högberg, Anders;661321;Bok;2013;1
Högberg, Anders;705310;Kapitel i bok, del av antologi;2011;0
Högberg, Anders;705311;Kapitel i bok, del av antologi;2011;0
Högberg, Anders;705312;Kapitel i bok, del av antologi;2011;0
Högberg, Anders;705313;Kapitel i bok, del av antologi;2011;0
Högberg, Anders;711499;Artikel i tidskrift;2014;1
Högberg, Anders;718845;Konferensbidrag;2014;0
Högberg, Anders;748946;Kapitel i bok, del av antologi;2014;0
Högberg, Anders;761546;Kapitel i bok, del av antologi;2014;2
Högberg, Anders;770490;Kapitel i bok, del av antologi;2014;1
Högberg, Anders;771008;Kapitel i bok, del av antologi;2014;0
Högberg, Anders;771899;Artikel i tidskrift;2014;1
Högberg, Anders;778431;Artikel i tidskrift;2014;1
Högberg, Anders;788094;Artikel i tidskrift;2014;1
Högberg, Anders;793774;Kapitel i bok, del av antologi;2015;2
Högberg, Anders;847991;Artikel i tidskrift;2015;2
Högberg, Anders;848383;Kapitel i bok, del av antologi;2015;0
Högberg, Anders;854448;Artikel i tidskrift;2015;1
Högberg, Anders;854449;Artikel i tidskrift;2015;1
Högberg, Anders;855762;Artikel i tidskrift;2015;2
Högberg, Anders;873030;Konferensbidrag;2015;1
Högberg, Anders;885747;Artikel i tidskrift;2015;1
Höglund, Johan;418396;Konferensbidrag;2011;0
Höglund, Johan;467145;Konferensbidrag;2011;0
Höglund, Johan;637422;Artikel i tidskrift;2013;1
Höglund, Johan;640211;Artikel i tidskrift;2012;1
Höglund, Johan;640214;Kapitel i bok, del av antologi;2012;2
Höglund, Johan;640216;Kapitel i bok, del av antologi;2012;2
Höglund, Johan;640242;Artikel i tidskrift;2013;1
Höglund, Johan;714664;Bok;2014;2
Höglund, Johan;737269;Artikel i tidskrift;2014;2
Höglund, Johan;859760;Kapitel i bok, del av antologi;2015;2
Höglund, Johan;859761;Kapitel i bok, del av antologi;2015;2
Höglund, Johan;859765;Kapitel i bok, del av antologi;2015;2
Höglund, Johan;899500;Artikel i tidskrift;2015;1
Hörberg, Ulrica;463635;Artikel i tidskrift;2011;1
Hörberg, Ulrica;532329;Artikel i tidskrift;2012;1
Hörberg, Ulrica;551585;Artikel i tidskrift;2012;1
Hörberg, Ulrica;567385;Artikel i tidskrift;2012;1
Hörberg, Ulrica;602939;Artikel i tidskrift;2013;0
Hörberg, Ulrica;634116;Artikel i tidskrift;2013;1
Hörberg, Ulrica;656502;Artikel i tidskrift;2014;1
Hörberg, Ulrica;681892;Artikel i tidskrift;2013;1
Hörberg, Ulrica;713877;Artikel i tidskrift;2014;1
Hörberg, Ulrica;728418;Artikel i tidskrift;2014;1
Hörberg, Ulrica;759800;Artikel i tidskrift;2015;1
Hörberg, Ulrica;789613;Artikel i tidskrift;2015;1
Hörberg, Ulrica;790487;Kapitel i bok, del av antologi;2015;1
Hörberg, Ulrica;790490;Kapitel i bok, del av antologi;2015;1
Hörberg, Ulrica;805897;Artikel i tidskrift;2015;1
Hörberg, Ulrica;847033;Artikel i tidskrift;2015;1
Hörberg, Ulrica;848007;Kapitel i bok, del av antologi;2015;1
Hörberg, Ulrica;848008;Kapitel i bok, del av antologi;2015;1
Hörberg, Ulrica;849279;Artikel i tidskrift;2015;1
Hörberg, Ulrica;853464;Artikel i tidskrift;2015;1
Hörberg, Ulrica;874390;Artikel i tidskrift;2015;1
Ibrahim, Muhammad Asim;645479;Artikel i tidskrift;2013;1
Ibrahim, Muhammad Asim;645484;Artikel i tidskrift;2014;1
Ibrahim, Muhammad Asim;645495;Artikel i tidskrift;2013;1
Ibrahim, Muhammad Asim;645516;Konferensbidrag;2013;0
Ibrahim, Muhammad Asim;645531;Konferensbidrag;2012;0
Ibrahim, Muhammad Asim;671600;Artikel i tidskrift;2015;1
Ibrahim, Muhammad Asim;672136;Artikel i tidskrift;2014;1
Iftikhar, Mohammad Usman;530145;Kapitel i bok, del av antologi;2012;1
Iftikhar, Mohammad Usman;550079;Kapitel i bok, del av antologi;2012;1
Iftikhar, Mohammad Usman;623873;Artikel i tidskrift;2012;1
Iftikhar, Mohammad Usman;623876;Konferensbidrag;2012;0
Iftikhar, Mohammad Usman;623883;Konferensbidrag;2013;1
Iftikhar, Mohammad Usman;823518;Konferensbidrag;2014;1
Iftikhar, Mohammad Usman;823523;Konferensbidrag;2014;1
Iftikhar, Mohammad Usman;914017;Konferensbidrag;2015;1
Ingwald, Anders;424678;Konferensbidrag;2011;0
Ingwald, Anders;605100;Artikel i tidskrift;2012;1
Ingwald, Anders;609009;Artikel i tidskrift;2012;1
Ingwald, Anders;631138;Konferensbidrag;2013;0
Ingvarsson, Jonas;396244;Kapitel i bok, del av antologi;2012;1
Ioannidis, Andreas;574411;Artikel i tidskrift;2012;2
Ioannidis, Andreas;607331;Kapitel i bok, del av antologi;2012;1
Ioannidis, Andreas;624459;Konferensbidrag;2013;0
Ioannidis, Andreas;624463;Konferensbidrag;2013;1
Ioannidis, Andreas;636266;Artikel i tidskrift;2014;1
Iqbal, Muhammad Sarfraz;418351;Konferensbidrag;2011;0
Iqbal, Muhammad Sarfraz;495995;Artikel i tidskrift;2012;1
Iqbal, Muhammad Sarfraz;557455;Artikel i tidskrift;2013;2
Iqbal, Muhammad Sarfraz;582480;Artikel i tidskrift;2013;2
Iqbal, Muhammad Sarfraz;638774;Artikel i tidskrift;2013;2
Iqbal, Muhammad Sarfraz;694704;Artikel i tidskrift;2014;2
Isaksson, Roland;607689;Artikel i tidskrift;2013;1
Isaksson, Roland;608853;Artikel i tidskrift;2011;1
Isaksson, Roland;608859;Artikel i tidskrift;2013;1
Islam, Fhokrul;510968;Artikel i tidskrift;2012;2
Islam, Fhokrul;517000;Artikel i tidskrift;2012;2
Islam, Fhokrul;639874;Konferensbidrag;2013;1
Islam, Fhokrul;691924;Artikel i tidskrift;2014;2
Islam, Fhokrul;708151;Artikel i tidskrift;2013;2
Israelsson, Johan;782307;Artikel i tidskrift;2014;1
Israelsson, Stina;472011;Artikel i tidskrift;2011;1
Israelsson, Stina;800027;Artikel i tidskrift;2014;1
Ivarsson, Andreas;745278;Artikel i tidskrift;2014;1
Ivarsson, Andreas;745493;Artikel i tidskrift;2014;1
Ivarsson, Andreas;853625;Artikel i tidskrift;2015;1
Ivarsson, Andreas;871379;Artikel i tidskrift;2015;2
Ivarsson, Andreas;871383;Artikel i tidskrift;2015;2
Jacobson, Christer;542364;Konferensbidrag;2012;0
Jacobson, Christer;875439;Artikel i tidskrift;2015;1
Jacobsson, Martin;625121;Artikel i tidskrift;2013;1
Jani, Yahya;758057;Artikel i tidskrift;2014;0
Jani, Yahya;759700;Artikel i tidskrift;2014;1
Jansen, Marc;624540;Konferensbidrag;2013;1
Jansen, Marc;720594;Konferensbidrag;2014;1
Jansen, Marc;739349;Konferensbidrag;2014;1
Jansen, Marc;754978;Konferensbidrag;2014;1
Jansen, Marc;755006;Konferensbidrag;2013;0
Jansen, Marc;771881;Konferensbidrag;2014;1
Jansen, Marc;782651;Konferensbidrag;2014;1
Jansen, Marc;784201;Konferensbidrag;2014;0
Jansen, Marc;784203;Konferensbidrag;2014;1
Jansen, Marc;784204;Konferensbidrag;2014;1
Jansen, Marc;842367;Konferensbidrag;2015;1
Jansen, Marc;851336;Konferensbidrag;2015;1
