PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
414972;Wångmar, Erik [ewaadm] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]);Stadsbegreppet i Sverige och i övriga Norden;Artikel i tidskrift;Övrigt vetenskapligt;Nordisk Tidskrift för vetenskap, konst och industri;0029-1501;published;;1;;2011;;Letterstedska Föreningen;;;;http://www.letterstedtska.a.se/NT1-11.pdf;;;05/05/11;05/05/11;09/05/11;;1;1;;;
415039;Hansson, Joacim [jhnhum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för kulturvetenskaper, KV [5459]);Bibliotekets idé. : Föreläsning i anslutning till installation som professor i biblioteks- och informationsvetenskap vid Linnéuniversitetet, den 27 maj 2010.;Artikel i tidskrift;Övrigt vetenskapligt;Humanetten;1403-2279;published;;26;;2011;;Linnéuniversitetet;;;;http://lnu.se/polopoly_fs/1.47699!HumaNetten_Nr25_H%C3%B6st2010-V%C3%A5r2011.pdf;;;05/05/11;18/05/11;18/05/11;http://lnu.diva-portal.org/smash/get/diva2:415039/FULLTEXT01.pdf;1;0;;;
415321;Loxbo, Karl [klosvi] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för statsvetenskap (ST) [12375]);The Fate of Intra-Party Democracy : Leadership Autonomy and Activist influence in the Mass Party and the Cartel Party;Artikel i tidskrift;Refereegranskat;Party Politics;1354-0688;published;19;4;;2013;;;;;;;10.1177/1354068811407583;3,20601E+11;06/05/11;06/05/11;18/07/13;;1;2;;;
415514;Husung, Kirsten [khuhum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]);Om den självbiografiska dimensionen i en postkolonial roman: genrehybriditeten och det flerfaldiga kvinnliga jaget i <em>La Femme sans sépulture </em>av Assia Djebar.;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Den tvetydiga pakten. Skönlitterära texter i gränslandet mellan autobiografi och fiktion.;2011;;ACTA UNIVERSITATIS GOTHOBURGENSIS;"Romanica Gothoburgensia ; 67";0080-3863;978-91-7346-700-1;"http://hdl.handle.net/2077/24972;http://gupea.ub.gu.se/bitstream/2077/24972/18/gupea_2077_24972_18.pdf";;;06/05/11;06/05/11;10/05/11;;1;0;;;
415952;"Boldeman, Cecilia (Karolinska Institutet) (Kidscape);Dal, Henrik (Karolinska Institutet) (Kidscape);Cosco, Nilda (North Carolina State University) (Kidscape);Moore, Robin (North Carolina State University) (Kidscape);Bieber, Brad (North Karolina State University) (Kidscape);Blennow, Margaretha (Södersjukhuset) (Kidscape);Pagels, Peter [rpape] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Kidscape);Raustorp, Anders [rraan] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Kidscape);Söderström, Margareta (Köpenhamns Universitet) (Kidscape);Wester, Ulf (Statens Strålskyddsinstitut) (Kidscape);Mårtensson, Fredrika (SLU) (Kidscape)";Preschool outdoor play environment may combine promotion of childrens physical activity and sun protection. Further evidence from Southern Sweden and North Carolina : Les aires de jeux extérieures en école maternelle peuvent associer promotion de l´activité physique et protection solaire. Noveaux arguments de Suéde du Sud et de Caroline Nord;Artikel i tidskrift;Refereegranskat;Science & sports;0765-1597;published;26;2;;2011;;;;;;;10.1016/j.scispo.2011.01.007;;09/05/11;09/05/11;13/01/12;;11;1;;;
415954;"Raustorp, Anders [rraan] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Kidscape);Pagels, Peter [rpape] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]) (Kidscape);Boldemann, Cecilia (Karolinska Institutet) (Kidscape);Cosco, Nilda (North Carolina State University) (Kidscape);Söderström, Margareta (Köpenhamns Universitet) (Kidscape);Mårtensson, Fredrika (SLU) (Kidscape)";Accelerometer measured level of physical activity indoors and outdoors during preschool time in Sweden and the United States;Artikel i tidskrift;Refereegranskat;Journal of Physical Activity and Health;1543-3080;published;9;6;;2012;;;;;;;;;09/05/11;09/05/11;12/12/12;;6;1;;;
416874;Drugge, Ulf [ndrul] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för samhällsvetenskaper, SV [5460]);Kvinnor dömda 1860-1890 till spinnhus : Levnadsvillkor och efterföljande livschanser;Konferensbidrag;Övrigt vetenskapligt;;;;;;;2011;;;;;;;;;13/05/11;13/05/11;14/07/11;;1;0;;;Historikermötet i Göteborg den 5-7 maj, 2011
416995;Ackesjö, Helena [eache] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]);Förskoleklassen : En ö eller en bro mellan förskola och skola?;Bok;Övrigt vetenskapligt;;;;;;;2011;1;Liber;;;978-91-47-09983-2;;;;13/05/11;13/05/11;20/03/13;;1;1;;;
417248;Andersson, Lina (current name Aldén, Lina) [lanehv] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Occupational choice and returns to self-employment among immigrants;Artikel i tidskrift;Refereegranskat;International journal of manpower;0143-7720;published;32;8;;2011;;Emerald Group Publishing Limited;;;;;10.1108/01437721111181660;;16/05/11;16/05/11;05/09/13;;1;1;;;
417674;"Schiebe, Christian [escch] (Swedish University of Agricultural Sciences, Sweden);Blaženec, M. (Inst. Forest Ecol., Slovak Acad. Sci., Zvolen, Slovakia);Jakuš, R. (Inst. Forest Ecol., Slovak Acad. Sci., Zvolen, Slovakia);Unelius, C. Rikard [nunri] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Schlyter, Fredrik";Semiochemical diversity diverts bark beetle attacks from Norway spruce edges<em></em>;Artikel i tidskrift;Refereegranskat;Journal of applied entomology;0931-2048;published;135;10;;2011;;WILEY;;;;;10.1111/j.1439-0418.2011.01624.x;;17/05/11;17/05/11;10/11/15;;5;1;;;
417681;Olsson, Lars [lolhum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för kulturvetenskaper, KV [5459]);Industrial Capitalism and Child Labour in Sweden, 1800-1930;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Child Labour's Global Past, 1650-2000;2011;;Peter Lang Publishing Group;"International and Comparative Social History ; 13";1420-5297;978-3-0343-0517-4;;;;17/05/11;17/05/11;03/04/13;;1;1;;;
417894;"Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]);Tronnier, Mechtild (Lunds universitet)";Teaching pronunciation in Swedish as a second language.;Konferensbidrag;Övrigt vetenskapligt;;;;;;Proceedings Fonetik 2011;2011;;;;;;;;;18/05/11;18/05/11;14/07/11;;2;0;;;
417895;"Tronnier, Mechtild (Lunds universitet);Zetterholm, Elisabeth [ezehum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458])";New Foreign Accents in Swedish;Konferensbidrag;Refereegranskat;;;;;;Proceedings ICPhS 2011;2011;;;;;;;;;18/05/11;18/05/11;14/07/11;;2;0;;;ICPhS 2011
417976;Papageorgiou, Vasilis [vpahum] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]);O protos Varlamis;Artikel i tidskrift;Övrigt vetenskapligt;Nea Hestia (Nea Estia);0028-1735;published;169;1843;;2011;;Hestia Publishers;;;;;;;19/05/11;19/05/11;19/05/11;;1;0;;;
418156;"Hegender, Henrik [vhehe] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]);Lindqvist, Per [rlipe] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456]);Nordänger, Ulla Karin [rnoul] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för pedagogik, psykologi och idrottsvetenskap, PPI [5456])";The assessment of student teachers' vocational knowledge. A design experiment.;Konferensbidrag;Refereegranskat;;;;;;Paper presented at the Conference of EERA (European Educational Research Association), Berlin.;2011;;;;;;;;;20/05/11;20/05/11;09/05/14;;3;0;;;
418267;"Hilmersson, Mikael [ehimi] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]) (Linnaeus Baltic Business Research Center);Sandberg, Susanne [ysasu] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]) (Linnaeus Baltic Business Research Center)";Perceived institutional distance in the emerging market entry process;Artikel i tidskrift;Refereegranskat;International Journal of Business Environment;1740-0589;published;4;3;;2011;;;;;;;10.1504/IJBE.2011.041596;;20/05/11;20/05/11;04/06/13;;2;1;"urn:nbn:se:lnu:diva-11799;urn:nbn:se:lnu:diva-17726";;
418329;"Hornemann Möller, Iver [ihmivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för socialt arbete, SA [5457]);Larsen, Jørgen Elm";Marginalisering som det største socialpoitiske problem. Aktivering som et socialpolitisk svar;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Socialpolitik;2011;3;Hans Reitzels Forlag;;;978-87-412-5416-6;;;;22/05/11;22/05/11;03/05/16;;2;1;;;
418330;"Hornemann Möller, Iver [ihmivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för socialt arbete, SA [5457]);Larsen, Jørgen Elm";Teorier om velfærdsstat og socialpolitik;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Socialpolitik;2011;3;Hans Reitzels Forlag;;;;;;;22/05/11;22/05/11;03/05/16;;2;1;;;
418331;Hornemann Möller, Iver [ihmivosa] (Linnéuniversitetet [4853], Fakultetsnämnden för hälsa, socialt arbete och beteendevetenskap [5450], Institutionen för socialt arbete, SA [5457]);De fire socialreformer i moderne tid;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Socialpolitik;2011;3;Hans Reitzels Forlag;;;978-87-412-5416-6;;;;22/05/11;22/05/11;03/05/16;;1;1;;;
418350;"Sahlin, Ullrika [ulsaaa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Aldenberg, Tom;Öberg, Tomas [qobto] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463])";Towards guidance on how to characterize predictive uncertainty in QSAR regression models within the CADASTER project;Konferensbidrag;Övrigt vetenskapligt;;;;;;Presentation vid SETAC Europe 21st Annual Meeting i Milano, 17-19 maj, 2011;2011;;;;;;;;;22/05/11;22/05/11;10/06/11;;3;0;;;
418351;"Iqbal, Muhammad Sarfraz [eiqmu] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Öberg, Tomas [qobto] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463])";Uncertainty in fugacity-based multimedia modeling: probabilistic and non-probabilistic methods;Konferensbidrag;Övrigt vetenskapligt;;;;;;Posterpresentation vid SETAC Europe 21st Annual Meeting i Milano, 17-19 maj, 2011;2011;;;;;;;;;22/05/11;22/05/11;07/02/14;;2;0;;;
418353;"Brandmaier, Stefan;Sahlin, Ullrika [ulsaaa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Öberg, Tomas [qobto] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Tetko, Igor";Stepwise D-Optimal design based on latent variables;Konferensbidrag;Övrigt vetenskapligt;;;;;;Posterpresentation vid SETAC Europe 21st Annual Meeting i Milano, 17-19 maj, 2011.;2011;;;;;;;;;22/05/11;22/05/11;12/01/12;;4;0;;;
418354;"Sahlin, Ullrika [ulsaaa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Bhhatarai, Barun;Papa, Ester;Öberg, Tomas [qobto] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]);Gramatica, Paola";QSAR-based compound prioritization for lab-testing for chemical safety assessment;Konferensbidrag;Övrigt vetenskapligt;;;;;;Posterpresentation vid SETAC Europe 21st Annual Meeting i Milano, 17-19 maj, 2011;2011;;;;;;;;;22/05/11;22/05/11;12/01/12;;5;0;;;
418396;Höglund, Johan [khojo] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]) (Concurrences);Future Americas : Proleptic War in <em>Call of Duty: Modern Weapons 2</em> and <em>Homefront</em>;Konferensbidrag;Övrigt vetenskapligt;;;;;;;2011;;;;;;;;;23/05/11;23/05/11;13/09/11;;1;0;;;British Association of American Studies
418399;"Hultgren, Anders (Blekinge Tekniska Högskola);Melin, Jan [tjm] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för datavetenskap, fysik och matematik, DFM [5466]);Ranstad, Per (Alstom Powers, Växjö)";Limit Cycle Control of an Industrially Applied Resonant Converter Modelled as a Hybrid System;Konferensbidrag;Refereegranskat;;;;;;2011 IEEE International Symposium on Circuits and Systems (ISCAS);2011;;IEEE Press;;;978-1-4244-9473-6;http://www.iscas2011.org/;10.1109/ISCAS.2011.5937963;;23/05/11;23/05/11;28/01/15;;3;1;;;IEEE International Symposium on Circuits and Systems, ISCAS. Rio de Janeiro, Brasilien, Maj 16-18, 2011.
418400;"Thøgersen, Jacob (University of Copenhagen);Airey, John [kaijo] [0000-0003-3244-2586] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458])";Lecturing undergraduate science in Danish and in English : A comparison of speaking rate and rhetorical style;Artikel i tidskrift;Refereegranskat;English for specific purposes (New York, N.Y.);0889-4906;published;30;3;;2011;;Elsevier;;;;;10.1016/j.esp.2011.01.002;;23/05/11;23/05/11;04/09/15;;2;1;;;
418407;Airey, John [kaijo] [0000-0003-3244-2586] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för språk och litteratur, SOL [5458]);Initiating Collaboration in Higher Education : Disciplinary Literacy and the Scholarship of Teaching and Learning.;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Dynamic content and language collaboration in higher education : theory, research, and reflections;2011;;Cape Peninsula University of Technology;;;;;;;23/05/11;23/05/11;04/09/15;;1;0;;;
418559;"Reinap, Ausra [mmaau] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]) (Naturresurshushållning);Wiman, Bo L. B. [nwibo] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463]) (Naturresurshushållning);Svenningsson, Birgitta (Lund University) (Department of Physics);Gunnarsson, Sara [ngusa] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för naturvetenskap, NV [5463])";Forest-edge effects on sea-salt aerosol deposition : a wind-tunnel study using living oak leaves;Artikel i tidskrift;Refereegranskat;Boreal environment research;1239-6095;published;17;;;2012;;;;;;;;;23/05/11;23/05/11;18/03/15;;4;1;urn:nbn:se:lnu:diva-11999;;
418732;"Goldhahn, Joakim [egojo] [0000-0003-4640-8784] (Linnéuniversitetet [4853], Fakultetsnämnden för humaniora och samhällsvetenskap [5451], Institutionen för kulturvetenskaper, KV [5459]);Sevara, Christopher";Image-based Modeling of the Present Past : Building 3D Models of Archaeological Environments from Digital Photographs;Konferensbidrag;Refereegranskat;;;;;;Conference Proceedings from Digital Media and its application in Cultural Heritage, Amman, Jordan, 13–15 Mars 2011.;2011;;CSAAR Press;;;;;;;24/05/11;24/05/11;18/02/15;;2;0;;;DMACH 2011 : Digital Media and its Applications in Cultural Heritage, 13-15 March, 2011 Amman, Jordan
418737;"Gustafsson, Åsa [agusot] (Linnéuniversitetet [4853], Fakultetsnämnden för ekonomi och design [5452], Ekonomihögskolan, ELNU [5461]);Vessby, Johan [jvesot] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för teknik, TEK [5464]) (Byggteknik);Rask, Lars-Olof [lorsot] (Linnéuniversitetet [4853], Fakultetsnämnden för naturvetenskap och teknik [5453], Institutionen för teknik, TEK [5464]) (Skog och träteknik)";Identification of potential improvement areas in industrial housing : a case study of waste;Artikel i tidskrift;Refereegranskat;Lean Construction Journal;1555-1369;published;;;;2012;;;;;;;;;24/05/11;24/05/11;07/06/12;;3;1;;;
